amenity,building,name,geometry,latitude,longitude
,apartments,Zest,"MULTIPOLYGON (((77.6652395 12.9259377, 77.6650554 12.9259423, 77.6650477 12.9256491, 77.6652317 12.9256445, 77.6652349 12.9257633, 77.6652395 12.9259377)))",12.92579341201969,77.66514358533948
,apartments,Dazzle,"MULTIPOLYGON (((77.6657379 12.924703, 77.6655756 12.924707, 77.6655675 12.9243909, 77.6657297 12.924387, 77.6657379 12.924703)))",12.924546991742362,77.66565267125782
,apartments,Brilliance,"MULTIPOLYGON (((77.6657428 12.9251504, 77.6655846 12.9251537, 77.6655778 12.9248412, 77.6657359 12.9248379, 77.6657428 12.9251504)))",12.924995816457068,77.66566027544873
,yes,Whisper Woods,"MULTIPOLYGON (((77.6646067 12.9122354, 77.6647799 12.9120616, 77.6646422 12.911921, 77.6644642 12.9120969, 77.6646067 12.9122354)))",12.91207863612042,77.66462287979554
,yes,Silver Meadows,"MULTIPOLYGON (((77.6641602 12.9114197, 77.66437 12.9116134, 77.6640916 12.9119, 77.6638818 12.9117062, 77.6641602 12.9114197)))",12.911659833798453,77.6641258975531
,yes,Green Meadows,"MULTIPOLYGON (((77.663969 12.911283, 77.6640806 12.9114005, 77.6638211 12.9116878, 77.6637002 12.9115759, 77.663969 12.911283)))",12.911487003732457,77.6638920460671
,commercial,Prestige Pegasus,"MULTIPOLYGON (((77.6708965 12.9179309, 77.6712915 12.9177288, 77.6712669 12.9176832, 77.6713251 12.9176535, 77.6712483 12.9175109, 77.6711209 12.9175761, 77.6710879 12.9175148, 77.6707622 12.9176815, 77.6708965 12.9179309)))",12.917703745808268,77.67104085037734
,apartments,DivyaJyothi Emarald,"MULTIPOLYGON (((77.6767788 12.910561, 77.6767536 12.9105628, 77.676753 12.9105962, 77.6767375 12.9105955, 77.6767375 12.9106609, 77.6767121 12.9106622, 77.6767121 12.9107419, 77.6766859 12.9107439, 77.6766862 12.9108571, 77.676963 12.910863, 77.6769608 12.9107988, 77.6769427 12.9107975, 77.676942 12.9107733, 77.6769521 12.91077, 77.6769521 12.9107014, 77.6769374 12.9107027, 77.676936 12.9105583, 77.6769219 12.9105589, 77.6769206 12.9105125, 77.676932 12.9105138, 77.67693 12.9104563, 77.6769132 12.9104596, 77.6769109 12.9103962, 77.6768777 12.9103994, 77.6767804 12.9105053, 77.6767788 12.910561)))",12.910676448327232,77.6768354398173
,yes,Jayanagar 4th Block Shopping Complex,"MULTIPOLYGON (((77.5840522 12.930046, 77.5844986 12.930046, 77.5844986 12.9295942, 77.5840522 12.9295942, 77.5840522 12.930046)))",12.929820100000002,77.58427540000001
,apartments,Harmony,"MULTIPOLYGON (((77.6649571 12.9260945, 77.6652571 12.9260887, 77.665259 12.9261816, 77.6652619 12.9263229, 77.6649618 12.9263288, 77.6649571 12.9260945)))",12.926208731912652,77.6651094636709
,commercial,Lifestyle,"MULTIPOLYGON (((77.6113661 12.9667188, 77.611405 12.9668591, 77.6114304 12.966855, 77.611466 12.966995, 77.6120194 12.9668617, 77.6119682 12.9666578, 77.6119295 12.9666642, 77.6119031 12.966511, 77.6117045 12.9665491, 77.6117143 12.9665836, 77.6116 12.9666122, 77.6116067 12.9666676, 77.6113661 12.9667188)))",12.966766038858909,77.61170501382327
,yes,Main building,"MULTIPOLYGON (((77.5030995 12.9326986, 77.5032345 12.9326224, 77.5029569 12.9321547, 77.5027012 12.9322989, 77.5027509 12.9323825, 77.5025145 12.9325159, 77.5025694 12.9326085, 77.502707 12.9325309, 77.5027906 12.9326718, 77.5027219 12.9327105, 77.5027571 12.9327698, 77.502868 12.9327073, 77.5029222 12.9327985, 77.5030995 12.9326986)))",12.932496255190784,77.50290473243028
,yes,Hostel,"MULTIPOLYGON (((77.5032049 12.931787, 77.5031491 12.931677, 77.5030032 12.9317473, 77.5029619 12.9316657, 77.5028901 12.9315238, 77.5027895 12.9315722, 77.502868 12.9317272, 77.5026676 12.9318235, 77.5027086 12.9319045, 77.5028916 12.9318165, 77.5029408 12.9319139, 77.5032049 12.931787)))",12.931755135470368,77.50293430540016
,yes,New hostel,"MULTIPOLYGON (((77.5026155 12.9322247, 77.5025109 12.932053, 77.502373 12.9321327, 77.5024776 12.9323044, 77.5026155 12.9322247)))",12.932178700000001,77.50249425000001
,office,RBEI 901,"MULTIPOLYGON (((77.6116214 12.9367989, 77.6115897 12.9366651, 77.6119084 12.9365814, 77.6119744 12.9364706, 77.6119111 12.9361385, 77.6120509 12.9361108, 77.6121954 12.9366473, 77.6116214 12.9367989)))",12.93651315309971,77.61195401382403
,yes,RBEI canteen 904,"MULTIPOLYGON (((77.6125469 12.9361542, 77.6125111 12.9360102, 77.6122168 12.9360798, 77.6122526 12.9362238, 77.6125469 12.9361542)))",12.936117,77.61238184999999
,yes,BOSCH RBEI Power Generator,"MULTIPOLYGON (((77.612912 12.9364649, 77.612755 12.935943, 77.6125937 12.9359891, 77.6127507 12.936511, 77.612912 12.9364649)))",12.936226999999997,77.61275284999999
restaurant,commercial,Paakashala,"MULTIPOLYGON (((77.5756807 12.9198998, 77.5758286 12.9198968, 77.5759204 12.919895, 77.5759168 12.9197236, 77.5756771 12.9197284, 77.5756807 12.9198998)))",12.919811690450825,77.57579874875469
,yes,Rathna Lavender,"MULTIPOLYGON (((77.6356012 13.0530292, 77.6356405 13.0532594, 77.6357585 13.0532402, 77.6357192 13.0530101, 77.6356012 13.0530292)))",13.053134728375273,77.63567984630376
,yes,NR Green Woods,"MULTIPOLYGON (((77.6263685 13.0588925, 77.6266174 13.0588089, 77.6263599 13.0581065, 77.6261196 13.0581818, 77.6263685 13.0588925)))",13.058499966867354,77.6263671020463
,yes,Archana Complex,"MULTIPOLYGON (((77.6710861 13.0544625, 77.6711412 13.0545357, 77.6713153 13.0544112, 77.67126 13.054338, 77.6710861 13.0544625)))",13.05443684137989,77.67120067184659
,house,Shree Concrete Blocks and Pavers,"MULTIPOLYGON (((77.6697222 13.0524166, 77.6697428 13.0525881, 77.6701804 13.0525623, 77.6701698 13.052432, 77.6697222 13.0524166)))",13.052499705599276,77.66994369649225
,yes,Chateliers,"MULTIPOLYGON (((77.647797 13.0554176, 77.6480806 13.0554498, 77.6480963 13.0553189, 77.6478127 13.0552867, 77.647797 13.0554176)))",13.055368249999999,77.64794665
marketplace,retail,Russel Market,"MULTIPOLYGON (((77.6056603 12.9854277, 77.6062539 12.9852655, 77.6060725 12.9846819, 77.6054835 12.9848554, 77.6055683 12.9851299, 77.6056603 12.9854277)))",12.985057426866197,77.60586856310455
,yes,Aurbis Prime,"MULTIPOLYGON (((77.6327565 12.9296211, 77.6330236 12.9297296, 77.6330517 12.929417, 77.6327587 12.9293843, 77.6327565 12.9296211)))",12.92953798805311,77.6329046200558
,yes,Keerthi Apartments,"MULTIPOLYGON (((77.6425672 13.0258101, 77.6423401 13.0258224, 77.6423472 13.0259453, 77.6425742 13.0259329, 77.6425672 13.0258101)))",13.025877671643624,77.64245715856808
,yes,SLV Manor,"MULTIPOLYGON (((77.6429454 13.0261203, 77.6429158 13.0259813, 77.6428127 13.026002, 77.6428422 13.0261412, 77.6429454 13.0261203)))",13.026061217503413,77.64287901760528
college,yes,Indo Asian Academy of Management Studies,"MULTIPOLYGON (((77.6400459 13.026658, 77.6400581 13.0268063, 77.6403264 13.0267854, 77.6403142 13.026637, 77.6400459 13.026658)))",13.026721673454166,77.64018616494423
,yes,Cromā,"MULTIPOLYGON (((77.6409422 13.0258637, 77.6409615 13.0261614, 77.6411105 13.0261682, 77.6411334 13.0258644, 77.6409422 13.0258637)))",13.026008220763245,77.64103726848754
,yes,Crown Plaza Regency,"MULTIPOLYGON (((77.6356987 13.0285953, 77.6356741 13.0284353, 77.6355452 13.0284542, 77.6355698 13.0286141, 77.6356987 13.0285953)))",13.028524722484127,77.6356219563287
library,university,JRD Tata Memorial Library,"MULTIPOLYGON (((77.5660406 13.015856, 77.5655128 13.015879, 77.5655371 13.0164113, 77.5659469 13.0163934, 77.5659535 13.0165362, 77.5660715 13.0165311, 77.5660531 13.0160975, 77.5660406 13.015856)))",13.01615225711973,77.56580174948509
,dormitory,New Hostel Complex - Block 2,"MULTIPOLYGON (((77.5628242 13.0192951, 77.5629298 13.0192923, 77.562934 13.0194441, 77.5630463 13.0194411, 77.5630421 13.0192889, 77.5631544 13.0192859, 77.5631557 13.0193343, 77.5632615 13.0193315, 77.5632601 13.0192825, 77.5634588 13.0192772, 77.5634495 13.0189447, 77.5634449 13.0187808, 77.5633341 13.0187837, 77.5633387 13.0189482, 77.5631558 13.018953, 77.5631521 13.0188211, 77.5632785 13.0188178, 77.563275 13.0186933, 77.5628069 13.0187057, 77.5628177 13.0190922, 77.5629477 13.0190888, 77.5629505 13.0191889, 77.5628213 13.0191923, 77.5628242 13.0192951)))",13.019029506746797,77.5631170743082
,dormitory,New Hostel Complex - Block 1,"MULTIPOLYGON (((77.5627057 13.0188011, 77.5627129 13.0191557, 77.5626319 13.0191573, 77.5626362 13.0193693, 77.5626418 13.0196436, 77.5625611 13.0196452, 77.5625555 13.0193709, 77.5624239 13.0193734, 77.5624297 13.019656, 77.5623206 13.0196581, 77.5623149 13.0193755, 77.5621506 13.0193787, 77.5621497 13.0193345, 77.5620923 13.0193356, 77.5620821 13.019183, 77.5619919 13.0191873, 77.561991 13.0191318, 77.5619405 13.0191348, 77.5619398 13.0190862, 77.5619046 13.0190867, 77.5619036 13.0189405, 77.5619796 13.0189365, 77.5619875 13.0190786, 77.5620286 13.0190755, 77.5620332 13.019132, 77.5621066 13.0191311, 77.5621048 13.0189089, 77.5621997 13.0189054, 77.5622064 13.0190793, 77.562321 13.0190816, 77.5623154 13.0188086, 77.5627057 13.0188011)))",13.019161700409844,77.56239630362997
,university,Department of Materials Engineering,"MULTIPOLYGON (((77.5690826 13.0152286, 77.5691255 13.014695, 77.5698702 13.0147503, 77.5698191 13.0152899, 77.5690826 13.0152286)))",13.014990549552389,77.56947514940248
,university,Instrumentation and Applied Physics,"MULTIPOLYGON (((77.5693114 13.015481, 77.5693088 13.0155275, 77.5692573 13.0155248, 77.5692559 13.0155485, 77.5691953 13.0155453, 77.5691766 13.0158822, 77.5695104 13.0158998, 77.5695052 13.0159934, 77.5696323 13.0160001, 77.569656 13.0155714, 77.5695719 13.0155669, 77.5695759 13.0154949, 77.5693114 13.015481)))",13.01571889426712,77.56942772292172
,university,Supercomputer Education and Research Centre,"MULTIPOLYGON (((77.5706175 13.0166945, 77.5706362 13.0164178, 77.5709171 13.0164358, 77.5711264 13.0164492, 77.5711078 13.0167259, 77.5706175 13.0166945)))",13.016571856309426,77.57087197348214
,university,Chemical Engineering,"MULTIPOLYGON (((77.5694968 13.0171136, 77.5694884 13.0167728, 77.5699515 13.016762, 77.5699599 13.0171028, 77.5694968 13.0171136)))",13.016937800000001,77.56972415
,university,Molecular Biophysics,"MULTIPOLYGON (((77.5694928 13.0176803, 77.5694924 13.0175383, 77.5694735 13.0175383, 77.5694734 13.0174857, 77.5699394 13.0174846, 77.5699396 13.0176005, 77.5697748 13.0176008, 77.5697755 13.0179178, 77.5695387 13.0179183, 77.5695384 13.0177837, 77.569493 13.0177839, 77.5694928 13.0176803)))",13.017671308892679,77.56966942627065
,university,Department of Mathematics,"MULTIPOLYGON (((77.5697806 13.0182123, 77.5698929 13.0181001, 77.570345 13.0185296, 77.5702343 13.0186401, 77.5700414 13.0184569, 77.5699124 13.0185858, 77.5697875 13.0184671, 77.5699148 13.0183399, 77.5697806 13.0182123)))",13.018392111007802,77.57002666264391
,university,Old Physics Building,"MULTIPOLYGON (((77.5660384 13.0167344, 77.5658507 13.0167472, 77.5653195 13.0167835, 77.5653614 13.0173672, 77.5661425 13.0173139, 77.5661257 13.0170799, 77.5661112 13.0168779, 77.566049 13.0168822, 77.5660384 13.0167344)))",13.017053672730087,77.56572393056994
,university,Department of Electrical Communication Engineering,"MULTIPOLYGON (((77.5660229 13.023294, 77.5659935 13.022714, 77.5657051 13.0227278, 77.5657115 13.0228536, 77.565882 13.0228454, 77.5658847 13.0228988, 77.565844 13.0229008, 77.565847 13.02296, 77.565746 13.0229649, 77.5657003 13.0229897, 77.5657019 13.0230513, 77.5657647 13.023086, 77.5658485 13.0230821, 77.5658512 13.0231359, 77.5659122 13.023133, 77.5659157 13.0232024, 77.565753 13.0232102, 77.5657579 13.0233068, 77.5660229 13.023294)))",13.022999205001103,77.56588315832794
,university,Centre for Neuroscience,"MULTIPOLYGON (((77.5658345 13.0238062, 77.5659996 13.0237953, 77.565991 13.0236716, 77.5663193 13.0236499, 77.5663465 13.02404, 77.5656864 13.0240836, 77.5656789 13.0239756, 77.5656679 13.0238172, 77.5658345 13.0238062)))",13.023889952552913,77.56603575381043
,university,Centre for Sustainable Technologies (formerly ASTRA),"MULTIPOLYGON (((77.5694972 13.0128907, 77.5696181 13.012893, 77.569622 13.0128102, 77.5695934 13.0126959, 77.5695633 13.0125875, 77.5695468 13.0125187, 77.5694358 13.0125145, 77.5694325 13.012608, 77.5694306 13.0127634, 77.5694701 13.012764, 77.5694692 13.0128193, 77.5694987 13.0128197, 77.5694972 13.0128907)))",13.012706309162363,77.56952092062318
,university,Centre for Scientific and Industrial Consultancy (CSIC),"MULTIPOLYGON (((77.5691627 13.0139749, 77.5691645 13.0139201, 77.5691732 13.013655, 77.5693839 13.0136616, 77.5693826 13.0137025, 77.5695947 13.0137092, 77.5695881 13.013908, 77.5694593 13.013904, 77.5693007 13.013899, 77.569298 13.0139791, 77.5691627 13.0139749)))",13.013805840051097,77.56935596063191
,university,Department of Management Studies,"MULTIPOLYGON (((77.5694458 13.0140586, 77.5698488 13.0140763, 77.5698531 13.0139851, 77.5695359 13.0139711, 77.5695387 13.0139104, 77.5694529 13.0139066, 77.5694458 13.0140586)))",13.014011529980456,77.56963017295006
,university,"Entrepreneurship Centre, SID","MULTIPOLYGON (((77.5701649 13.0139555, 77.5703386 13.0139622, 77.5705096 13.0139687, 77.5705163 13.0137585, 77.5701772 13.0137429, 77.5701649 13.0139555)))",13.01385667964189,77.57034163227533
,university,High Voltage Engineering,"MULTIPOLYGON (((77.5705451 13.0142677, 77.5715513 13.014337, 77.571559 13.0142303, 77.5716661 13.0142377, 77.5716724 13.0141511, 77.5717637 13.0141574, 77.5717811 13.0139179, 77.5708461 13.0138535, 77.5708257 13.0141356, 77.570556 13.014117, 77.5705451 13.0142677)))",13.014100406407854,77.57121205494926
,university,Structures Lab,"MULTIPOLYGON (((77.5706887 13.0161419, 77.5708999 13.0161586, 77.5709149 13.0160019, 77.5712057 13.0160175, 77.5712271 13.0157771, 77.5708572 13.0157509, 77.5707237 13.0157415, 77.5706887 13.0161419)))",13.015921711661482,77.57092935055911
,university,Hydraulics Lab,"MULTIPOLYGON (((77.5700709 13.0162298, 77.5701967 13.0162364, 77.5702071 13.0160478, 77.5703871 13.0160572, 77.5704066 13.0157023, 77.5701008 13.0156863, 77.5700709 13.0162298)))",13.015919664361581,77.57022511508279
,university,Soil Mechanics Laboratory,"MULTIPOLYGON (((77.5697469 13.0161943, 77.5699042 13.0161997, 77.56992 13.0157679, 77.5700477 13.0157723, 77.5700513 13.0156726, 77.5697836 13.0156633, 77.5697797 13.0157692, 77.569716 13.015767, 77.5697057 13.0160474, 77.5697522 13.016049, 77.5697469 13.0161943)))",13.01590708832648,77.5698418655677
,university,Materials Research Center,"MULTIPOLYGON (((77.5697199 13.0166463, 77.5703482 13.0166446, 77.5703478 13.0165249, 77.5702565 13.0165251, 77.5702564 13.0164688, 77.5701697 13.0164691, 77.5701694 13.0163552, 77.5700333 13.0163556, 77.5700332 13.0163295, 77.569719 13.0163303, 77.5697199 13.0166463)))",13.016503680337905,77.56998978964297
,university,Solid State and Structural Chemistry Unit,"MULTIPOLYGON (((77.5693683 13.0165865, 77.5696547 13.0165904, 77.5696579 13.0163675, 77.5694645 13.0163649, 77.5694652 13.0163142, 77.5693722 13.0163129, 77.5693683 13.0165865)))",13.016467506607324,77.56950657758824
,university,Civil Engineering,"MULTIPOLYGON (((77.5699235 13.0155594, 77.5699183 13.0156317, 77.570059 13.0156413, 77.5700643 13.0155676, 77.5703085 13.0155844, 77.570316 13.0154812, 77.5700034 13.0154582, 77.5698218 13.0154448, 77.5698093 13.0155511, 77.5699235 13.0155594)))",13.015529281604522,77.57005060441264
,university,Gas and Steam House,"MULTIPOLYGON (((77.5690789 13.0166906, 77.5691896 13.0166881, 77.5691823 13.0163749, 77.5689516 13.01638, 77.5689565 13.0165913, 77.5690765 13.0165887, 77.5690789 13.0166906)))",13.016512294645912,77.56908136732582
hospital,university,Health Centre,"MULTIPOLYGON (((77.563702 13.015694, 77.5639031 13.015691, 77.5639056 13.0158506, 77.563794 13.0158522, 77.5637044 13.0158535, 77.563702 13.015694)))",13.015772279212186,77.56380378582342
,university,Centre for Contemporary Studies,"MULTIPOLYGON (((77.5646183 13.0157543, 77.5646106 13.01552, 77.5644322 13.0155256, 77.5644399 13.0157598, 77.5646183 13.0157543)))",13.015639924443452,77.5645252563282
,university,Undergraduate Office,"MULTIPOLYGON (((77.5650149 13.0157239, 77.5650053 13.0155347, 77.5652296 13.0155239, 77.565228 13.0154922, 77.5652929 13.0154891, 77.5652939 13.015508, 77.5654397 13.015501, 77.5654519 13.0157411, 77.5651953 13.0157535, 77.5651933 13.0157153, 77.5650149 13.0157239)))",13.015625486093345,77.56524073917161
,apartments,Silver Oak Apartments,"MULTIPOLYGON (((77.6382735 13.0297205, 77.6380292 13.0297695, 77.6380548 13.0298905, 77.6382991 13.0298415, 77.6382735 13.0297205)))",13.0298055,77.63816415
,yes,Emperor's Vihar,"MULTIPOLYGON (((77.6341506 13.0209755, 77.634155 13.0211048, 77.6344875 13.0210939, 77.634483 13.0209646, 77.6341506 13.0209755)))",13.021034703214431,77.63431902581314
,yes,Mother Land,"MULTIPOLYGON (((77.6334663 13.0209686, 77.6332111 13.0209776, 77.6332179 13.0211623, 77.6334732 13.0211533, 77.6334663 13.0209686)))",13.021065456007861,77.63334212562887
,yes,Anugraha Lotus,"MULTIPOLYGON (((77.6310088 13.0196171, 77.6309331 13.0199126, 77.6310835 13.0199492, 77.6311593 13.0196538, 77.6310088 13.0196171)))",13.01978315491217,77.63104617694049
,yes,Freedom Foundation,"MULTIPOLYGON (((77.6460527 13.0508076, 77.6460341 13.0508208, 77.646012 13.050853, 77.6460283 13.0508795, 77.6460005 13.0508868, 77.6460106 13.050934, 77.6460362 13.0509527, 77.6460472 13.0509861, 77.6460731 13.0510098, 77.6463182 13.0509513, 77.6462674 13.0507601, 77.6462113 13.0507714, 77.6461613 13.0507907, 77.6461266 13.0508094, 77.6460841 13.0508022, 77.6460527 13.0508076)))",13.05088890357198,77.64616016963716
,yes,Sree Kanteerava Indoor Stadium,"MULTIPOLYGON (((77.5910678 12.9691903, 77.5909801 12.9691548, 77.5908916 12.9690991, 77.5908337 12.9690435, 77.5907882 12.968988, 77.5907501 12.9689221, 77.59073 12.9688411, 77.5907319 12.9687696, 77.5907495 12.9687023, 77.5907796 12.968646, 77.5908271 12.9685902, 77.5908944 12.9685369, 77.590977 12.9684862, 77.5910713 12.9684569, 77.591192 12.9684358, 77.5913236 12.9684307, 77.5914468 12.9684526, 77.5915564 12.968491, 77.5916378 12.9685366, 77.5917063 12.9686006, 77.5917753 12.9686957, 77.5918012 12.9687734, 77.5918109 12.968848, 77.591794 12.9689336, 77.5917585 12.9690051, 77.5917094 12.9690722, 77.5916307 12.9691323, 77.5915525 12.9691738, 77.5914389 12.9692078, 77.59132 12.9692282, 77.591195 12.969218, 77.5910678 12.9691903)))",12.968826726296587,77.59127139764094
,apartments,G,"MULTIPOLYGON (((77.5326548 13.0353334, 77.5326012 13.035153, 77.5333633 13.0349382, 77.5334169 13.0351186, 77.5326548 13.0353334)))",13.035135799999999,77.53300905
,apartments,F,"MULTIPOLYGON (((77.5327292 13.0354732, 77.5327292 13.0356553, 77.5335105 13.0356553, 77.5335105 13.0354732, 77.5327292 13.0354732)))",13.03556425,77.53311985
,apartments,E,"MULTIPOLYGON (((77.5327114 13.0358354, 77.5326535 13.0360057, 77.533406 13.0362485, 77.5334639 13.0360782, 77.5327114 13.0358354)))",13.03604195,77.53305870000001
,apartments,D,"MULTIPOLYGON (((77.5331673 13.0366256, 77.5330685 13.036752, 77.5324454 13.0362897, 77.5325442 13.0361633, 77.5331673 13.0366256)))",13.03645765,77.53280634999999
